angle_id,product_id,motivation_id,angle_name,angle_family,primary_bucket,secondary_bucket,buyer_stage,persona_fit,boldness_level,usage_context,sales_mechanism,commercial_trigger,visual_scene,copy_formula_fit,hook_style,hook_direction,subhook_direction,usp_direction,cta_direction,content_format_fit,platform_surface_fit,bundle_potential,repeat_purchase_potential,why_it_can_sell,creative_notes,source_motivation_hook,source_batch,angle_status
MWTCB_ANG_089,MWTCB_25ML,MWTCB_25ML__xlsx__BM006,Standby Glove Box Kereta,travel_car_bag,PRACTICAL_STORAGE,FAMILY_HOME,cold_scroll,family_home_buyer,MODERATE,laci,household_readiness,Meletakkan minyak angin di dalam glove box kereta bagi persediaan kecemasan semasa memandu.,"Glove box kereta dibuka, botol Cap Burung diletakkan celah manual kenderaan.",SLAP,laci rumah,"Bila pening kepala hadap jem, glove box kereta adalah laci pertama kau buka.",Sediakan minyak Cap Burung di dalam kereta untuk kelegaan pemanduan pantas.,Botol kaca hijau retro tidak mudah tumpah atau pecah.,Letak satu dalam kereta hari ini.,hybrid_video,poster_ads,MEDIUM,MEDIUM,Menekankan penyelesaian sakit kepala semasa terperangkap dalam kesesakan lalu lintas.,Car glove box storage.,"Laci rumah penuh benda random, tapi minyak standby tak ada?",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_090,MWTCB_25ML,MWTCB_25ML__xlsx__BM035,Hero Senyap Almari Rumah,practical_storage,PRACTICAL_STORAGE,STANDBY_BEFORE_NEED,cold_scroll,universal_household,BOLD,rumah,practical_convenience,"Minyak angin tradisional sebagai barangan berharga tinggi dari segi fungsi, bukan sekadar hiasan.","Close-up botol Cap Burung terletak diam di penjuru rak kayu, dicapai dengan pantas.",SLAP,bukan show off,Produk macam ni bukan untuk show off buat hiasan meja solek.,Dia jenis hero senyap yang kau cari bila badan mula buat hal.,Herba asli tradisional turun-temurun sejak 1958.,Standby hero senyap rumah anda.,hybrid_video,poster_ads,MEDIUM,MEDIUM,Menonjolkan nilai utility produk berbanding produk kosmetik kos tinggi.,Utility value focus.,Produk macam ni bukan untuk show off. Dia untuk ada bila perlu.,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_091,MWTCB_25ML,MWTCB_25ML__xlsx__BM035,Poket Jubah Masjid Tok,persona_specific,PRACTICAL_STORAGE,STANDBY_BEFORE_NEED,cold_scroll,universal_household,SOFT,rumah,practical_convenience,Warga emas menyimpan botol kecil minyak angin dalam poket jubah masjid.,Datuk tua tersenyum mengeluarkan botol kecil Cap Burung dari poket jubah putihnya.,SLAP,bukan show off,Poket jubah kalau kosong tak best. Selit sebotol minyak Cap Burung.,Senang sapu sendi lenguh semasa mendengar kuliah agama.,Bau herba aromatik warisan asli yang disukai jemaah.,Beli satu untuk tok pergi surau.,hybrid_video,poster_ads,MEDIUM,MEDIUM,Menghubungkan saiz produk dengan tabiat pakaian orang tua surau.,Mosque pocket storage.,Produk macam ni bukan untuk show off. Dia untuk ada bila perlu.,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_092,MWTCB_25ML,MWTCB_25ML__zip_csv__BM004,Laci Tepi Katil Standby,practical_storage,PRACTICAL_STORAGE,TRAVEL_CAR_BAG,ready_to_buy,anak_beli_untuk_parent,BOLD,beg,multi_location_logic,Kemudahan menyapu minyak angin tepi katil sejurus sebelum tidur malam.,Tangan mencapai botol Cap Burung dari laci meja tepi katil yang terbuka sedikit.,FAB,Small bottle practicality,"Bila dah baring berselimut baru rasa tengkuk kaku, memang malas nak bangun.",Sebab tu laci tepi katil kena ada sebiji botol Cap Burung.,"Sapu lembut herba asli, tidur lena sampai pagi.",Order set bedside malam sekarang.,hybrid_video,poster_ads,MEDIUM,LOW,Addressing bedside routine comfort.,Bedside storage setup.,"""Bawa minyak besar-besar dalam beg travel buat menyemak jer. Guna yang ni.""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_093,MWTCB_25ML,MWTCB_25ML__zip_csv__BM007,Sempit Rak Apartment Moden,practical_storage,PRACTICAL_STORAGE,STANDBY_BEFORE_NEED,repeat_buyer,family_home_buyer,MODERATE,rumah,practical_convenience,Kemudahan menyimpan ubat sapu tradisional di dalam rumah apartment bandar yang sempit.,Tangan menyelitkan botol kecil Cap Burung celah buku dan fail di rak meja apartment.,Problem/Moment,Laci/rak problem,Rumah kecil atau studio apartment bukan alasan tak ada ubat standby.,"Saiz 25ml tak makan ruang rak, tapi fungsi urut dia sangat besar.",Formula herba tradisional asli yang menenangkan ruang sempit.,Lengkapkan studio apartment anda hari ini.,hybrid_video,poster_ads,HIGH,LOW,Menyasar penyewa rumah minimalis/studio apartment.,Small apartment shelf space.,"""Laci rumah kau penuh ubat tapi satu pun tak boleh pakai waktu kecemasan?""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_094,MWTCB_25ML,MWTCB_25ML__zip_csv__BM016,Travel Pack Anti-Tumpah,practical_storage,PRACTICAL_STORAGE,PERSONA_SPECIFIC,cold_scroll,lelaki_bekerja,AGGRESSIVE,kerja,practical_convenience,Ketakutan botol ubat sapu biasa pecah atau tumpah di dalam beg pakaian perjalanan.,Lelaki melihat botol plastik ubat sapu pecah mengotori baju putihnya.,PAS,Use moment,Bawa minyak besar-besar dalam beg travel buat menyemak jer. Guna yang ni.,Saiz 25ml kaca tebal dengan penutup cap merah ribbed anti-tumpah.,Formula asli tradisional selamat dari kebocoran.,Beli saiz travel tahan lasak sekarang.,hybrid_video,poster_ads,MEDIUM,LOW,Menjual ketahanan botol kaca tebal berbanding tiub plastik nipis.,Travel pack leaking prevention.,"""Duduk menghadap laptop 8 jam, leher rasa macam kena simen. Keras gila.""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_095,MWTCB_25ML,MWTCB_25ML__zip_csv__BM016,EDC Pocket Minimalist,practical_storage,PRACTICAL_STORAGE,PERSONA_SPECIFIC,cold_scroll,lelaki_bekerja,MODERATE,kerja,practical_convenience,Gaya hidup minimalis lelaki yang mahu membawa ubat sapu dalam poket jeans.,Lelaki memasukkan botol Cap Burung 25ml ke dalam poket kecil sisi jeans.,PAS,Use moment,Poket jeans pun boleh selit minyak Cap Burung legend ni.,"Kecil, kompak, bersedia celah poket untuk lenguh sendi harian.",Warna hijau asli cap merah identiti retro.,Tap beg kuning saiz poket jimat.,hybrid_video,poster_ads,MEDIUM,LOW,Niche positioning for everyday carry (EDC) enthusiasts.,Jeans pocket carry.,"""Duduk menghadap laptop 8 jam, leher rasa macam kena simen. Keras gila.""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_096,MWTCB_25ML,MWTCB_25ML__zip_csv__BM057,Laci Penuh Ubat Expired,practical_storage,PRACTICAL_STORAGE,STANDBY_BEFORE_NEED,repeat_buyer,lelaki_bekerja,MODERATE,rumah,multi_location_logic,Laci rumah penuh dengan ubat makan tamat tempoh tetapi tiada ubat sapu kecemasan.,"Tangan mengisih pil-pil expired di laci ubat rumah, menggeleng kepala.",PPPP,Use moment,Laci rumah penuh ubat expired tapi satu pun tak boleh pakai masa kecemasan?,"Buang ubat expired tu, standby minyak herba tradisional asli Cap Burung.",Formula asli sejak 1958 yang tahan disimpan lama.,Dapatkan set laci kecemasan.,hybrid_video,poster_ads,HIGH,LOW,Menggesa penggantian ubat makan expired dengan remedi luaran tradisional.,Expired medicine cabinet audit.,"""Kaki game yang main sampai subuh confirm wrist tangan rasa kejang guna mouse?""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_097,MWTCB_25ML,MWTCB_25ML__zip_csv__BM057,Standby Cabinet Dapur,family_home,PRACTICAL_STORAGE,STANDBY_BEFORE_NEED,repeat_buyer,lelaki_bekerja,SOFT,rumah,multi_location_logic,Menyimpan minyak angin di kabinet dapur berhampiran tempat mencuci pinggan.,Ibu meletakkan botol Cap Burung di dalam kabinet dapur bersebelahan sabun pencuci.,PPPP,Use moment,"Cap merah ni senang cam. Letak satu dalam kabinet dapur, satu dekat tv.",Urat jari penat lepas cuci kuali terus sapu tak payah jalan jauh.,Minyak hijau pekat herba asli tradisional.,Dapatkan ubat dapur standby.,hybrid_video,poster_ads,HIGH,LOW,Positioning near kitchen labor zones.,Kitchen layout storage.,"""Kaki game yang main sampai subuh confirm wrist tangan rasa kejang guna mouse?""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_098,MWTCB_25ML,MWTCB_25ML__zip_csv__BM058,Tengkuk Keras Hadap Laptop,persona_specific,PRACTICAL_STORAGE,VISUAL_RECOGNITION,ready_to_buy,universal_household,AGGRESSIVE,beg,practical_convenience,Tengkuk kaku bagai disimen akibat menghadap skrin komputer kerja selama 8 jam.,"Pekerja pejabat wanita meletakkan dahinya di atas meja kerja, memegang tengkuknya.",FAB,Small bottle practicality,"Duduk menghadap laptop 8 jam, leher rasa macam kena simen. Keras gila.",Urut manja dengan herba pekat minyak Cap Burung untuk longgarkan urat.,Botol kecil mudah diletakkan tepi mousepad laptop.,Tap untuk hilangkan kejang tengkuk pejabat.,hybrid_video,poster_ads,MEDIUM,LOW,Addressing modern white-collar office fatigue.,Desk worker fatigue trigger.,"""Pernah terkena minyak angin pecah dalam beg habis jahanam resit dengan phone?""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_099,MWTCB_25ML,MWTCB_25ML__zip_csv__BM058,Pouch Beg Laptop Standby,practical_storage,PRACTICAL_STORAGE,VISUAL_RECOGNITION,ready_to_buy,universal_household,MODERATE,beg,practical_convenience,Selitan botol kecil 25ml dalam pouch aksesori beg laptop.,Tangan memasukkan botol Cap Burung celah mouse bluetooth dalam pouch beg laptop.,FAB,Small bottle practicality,"Mouse laptop kau bawa, ubat tengkuk lenguh kau tinggal?",Selit minyak Cap Burung 25ml dalam pouch laptop untuk standby kerja.,Cap merah mudah dicari celah kabel usb.,Dapatkan saiz pouch kerja sekarang.,hybrid_video,poster_ads,MEDIUM,LOW,Integrating product into desk worker essentials.,Laptop pouch essentials.,"""Pernah terkena minyak angin pecah dalam beg habis jahanam resit dengan phone?""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_100,MWTCB_25ML,MWTCB_25ML__xlsx__BM005,Poket Jubah Surau Warga Emas,travel_car_bag,PRACTICAL_STORAGE,MULTI_BUY,ready_to_buy,universal_household,BOLD,laci,practical_convenience,Warga emas menyimpan botol minyak angin dalam jubah ketika menghadiri kuliah subuh.,"Datuk tua meraba poket jubah marronnya, tersenyum memegang botol kaca hijau retro Cap Burung.",FAB,botol kecil praktikal,Poket jubah surau kalau kosong rasa kurang lengkap.,"Selit sebotol minyak Cap Burung, urat lutut lenguh masa solat terus sapu.",Aroma herba asli tradisional yang dihormati jemaah surau.,Beli set jubah surau untuk datuk.,hybrid_video,poster_ads,HIGH,MEDIUM,Menyasar pasaran warga emas masjid/surau.,Mosque elderly routine.,Botol besar menyemak. Botol kecil ni masuk mana-mana.,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_101,MWTCB_25ML,MWTCB_25ML__xlsx__BM005,Standby Beg Sukan Futsal,persona_specific,PRACTICAL_STORAGE,MULTI_BUY,ready_to_buy,universal_household,MODERATE,laci,practical_convenience,Menyimpan botol kecil minyak angin dalam bag sukan futsal/bola.,Lelaki memasukkan botol Cap Burung celah kasut futsal.,FAB,botol kecil praktikal,Beg futsal penuh jersey basah tapi minyak urat tegang terlupa bawa.,Masukkan Cap Burung 25ml dalam beg sukan untuk sapuan kecemasan padang.,Kaca tebal pepejal tahan hentaman kasut sukan.,Beli set beg sukan futsal hari ini.,hybrid_video,poster_ads,HIGH,MEDIUM,Targeting weekend warriors soccer players.,Futsal gear packing.,Botol besar menyemak. Botol kecil ni masuk mana-mana.,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_102,MWTCB_25ML,MWTCB_25ML__xlsx__BM006,Kejang Pergelangan Kaki Game,persona_specific,PRACTICAL_STORAGE,FAMILY_HOME,cold_scroll,family_home_buyer,AGGRESSIVE,laci,household_readiness,Pergelangan tangan (wrist) kejang atau lenguh tegang akibat bermain game komputer.,"Lelaki memegang wrist tangannya yang memegang mouse komputer, menggerakkan jari-jarinya.",SLAP,laci rumah,Kaki game yang main sampai subuh confirm wrist tangan rasa kejang guna mouse.,Jangan biar urat tangan rosak muda. Standby botol kecil ni tepi keyboard kau.,Formula meresap pantas melegakan urat sendi jari.,Beli set keyboard standby sekarang.,hybrid_video,poster_ads,MEDIUM,MEDIUM,Targeting the modern gaming/esports demographic.,Gamer wrist injury trigger.,"Laci rumah penuh benda random, tapi minyak standby tak ada?",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_103,MWTCB_25ML,MWTCB_25ML__xlsx__BM006,Tepi Monitor Keyboard,practical_storage,PRACTICAL_STORAGE,FAMILY_HOME,cold_scroll,family_home_buyer,MODERATE,laci,household_readiness,Kemudahan meletakkan minyak angin bersebelahan papan kekunci gaming.,Close-up botol Cap Burung terletak kemas bersebelahan keyboard mekanikal bercahaya RGB.,SLAP,laci rumah,"Letak sebiji tepi keyboard RGB, lenguh wrist terus sapu tanpa stop streaming.",Minyak hijau pekat herba asli penenang gamer stres.,Kaca hijau retro pelengkap setup desktop moden.,Tap beg kuning kaki game sekarang.,hybrid_video,poster_ads,MEDIUM,MEDIUM,Visual contrast of traditional oil and RGB gaming aesthetics.,RGB setup styling.,"Laci rumah penuh benda random, tapi minyak standby tak ada?",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_104,MWTCB_25ML,MWTCB_25ML__xlsx__BM035,Trauma Minyak Pecah Beg,practical_storage,PRACTICAL_STORAGE,STANDBY_BEFORE_NEED,cold_scroll,universal_household,AGGRESSIVE,rumah,practical_convenience,Trauma apabila minyak angin biasa jenis plastik atau kaca nipis pecah.,"Gadis melihat beg tangannya basah berminyak, resit-resit dipenuhi cecair ubat sapu pecah.",SLAP,bukan show off,Pernah terkena minyak angin pecah dalam beg habis jahanam resit dengan phone?,Minyak Cap Burung botol kaca tebal retro ni dijamin kukuh dari kebocoran.,Penutup cap merah ribbed dengan seal ketat anti-tumpah.,Beli botol tebal anti-pecah sekarang.,hybrid_video,poster_ads,MEDIUM,MEDIUM,Menyelesaikan ketakutan beg rosak akibat kebocoran ubat sapu.,Leaking accident trauma trigger.,Produk macam ni bukan untuk show off. Dia untuk ada bila perlu.,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_105,MWTCB_25ML,MWTCB_25ML__zip_csv__BM004,EDC Sling Bag Harian,practical_storage,PRACTICAL_STORAGE,TRAVEL_CAR_BAG,ready_to_buy,anak_beli_untuk_parent,MODERATE,beg,multi_location_logic,"Sling bag harian penuh dengan vape, wallet dan kunci tapi ubat standby tak ada.","Lelaki menggeledah sling bag hitamnya, mengeluarkan vape dan powerbank celah jalan jem, mencari minyak angin.",FAB,Small bottle practicality,Sling bag penuh barang random tapi minyak standby tarak?,Satu botol kecil 25ml Cap Burung ni senang selit dekat zip depan sling bag.,Botol kaca hijau retro tebal yang tidak bocor mengotori barang peribadi.,Sauk saiz poket sling bag hari ini.,hybrid_video,poster_ads,MEDIUM,LOW,Menyasar anak muda bandar yang sentiasa membawa sling bag ke mana-mana.,EDC sling bag layout.,"""Bawa minyak besar-besar dalam beg travel buat menyemak jer. Guna yang ni.""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_106,MWTCB_25ML,MWTCB_25ML__xlsx__BM007,Roadtrip Pening Kepala,travel_car_bag,TRAVEL_CAR_BAG,STANDBY_BEFORE_NEED,cold_scroll,driver_travel,AGGRESSIVE,kereta,fear_of_not_having,Pening kepala atau mabuk kenderaan semasa pemanduan jarak jauh cuti sekolah.,"POV dari tempat duduk pemandu melihat jalan raya lebuhraya jem panjang, tangan menyapu minyak angin.",PAS,kereta standby,Roadtrip boleh jadi neraka bila badan mula pening hadap jem.,Satu botol kecil Cap Burung dalam glove box kereta adalah penyelamat mood.,Bau herba segar asli yang menghilangkan loya jalan jauh.,Beli set balik kampung jimat.,hybrid_video,poster_ads,HIGH,MEDIUM,Menyasar pemandu lebuhraya balik kampung semasa cuti raya/sekolah.,Highway traffic congestion.,Roadtrip boleh jadi neraka bila badan mula tak sedap.,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_107,MWTCB_25ML,MWTCB_25ML__xlsx__BM007,Cup Holder Kereta Standby,travel_car_bag,TRAVEL_CAR_BAG,STANDBY_BEFORE_NEED,cold_scroll,driver_travel,MODERATE,kereta,fear_of_not_having,Meletakkan botol minyak angin di cup holder kereta bagi capaian paling cepat.,Tangan meletakkan botol Cap Burung ke dalam cup holder tengah kereta.,PAS,kereta standby,"Letak satu dekat cup holder kereta, pening kepala terus capai tanpa hilang fokus jalan.",Botol kaca hijau retro stabil tidak mudah bergolek dalam kereta.,Formula asli tradisional penenang pemandu jalan jem.,Sediakan sebiji dalam cup holder kereta.,hybrid_video,poster_ads,HIGH,MEDIUM,Menyasar pemandu harian (commuters) bandar.,Car cup holder storage.,Roadtrip boleh jadi neraka bila badan mula tak sedap.,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_108,MWTCB_25ML,MWTCB_25ML__xlsx__BM008,Everyday Carry Pouch,travel_car_bag,TRAVEL_CAR_BAG,PRACTICAL_STORAGE,warm_interest,impulse_tiktok_buyer,BOLD,beg,practical_convenience,Keperluan membawa minyak angin harian (EDC) untuk sebarang kecemasan luar rumah.,"Lelaki menyusun pisau lipat kecil, kunci, dompet, dan botol Cap Burung dalam pouch.",Hook/Use Moment/CTA,beg wajib,"Ada barang yang patut duduk dalam beg harian, bukan tunggu rumah baru cari.",Selit sebotol Cap Burung 25ml dalam pouch harian kau.,"Kecil, tebal, dan bersedia bila-bila masa diperlukan.",Tap beg kuning set EDC jimat.,hybrid_video,poster_ads,HIGH,MEDIUM,Targeting EDC (Everyday Carry) community and practical men.,EDC flatlay showcase.,"Ada barang yang patut duduk dalam beg, bukan tunggu rumah.",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_109,MWTCB_25ML,MWTCB_25ML__xlsx__BM008,EDC Beg Sekolah Anak,family_home,TRAVEL_CAR_BAG,PRACTICAL_STORAGE,warm_interest,impulse_tiktok_buyer,SOFT,beg,practical_convenience,Ibu meletakkan minyak angin kecil dalam beg sekolah anak demi persediaan sekolah harian.,Ibu memasukkan botol Cap Burung ke dalam poket jaring sisi beg sekolah anak.,Hook/Use Moment/CTA,beg wajib,"Anak mengadu pening kepala dekat sekolah, mak bekalkan ubat standby.","Selit minyak Cap Burung kecil dalam beg sekolah dia, selamat digunakan.",Formula asli tradisional herba semula jadi.,Dapatkan set sekolah anak hari ini.,hybrid_video,poster_ads,HIGH,MEDIUM,Addressing parental concern for children's minor ailments at school.,School bag storage.,"Ada barang yang patut duduk dalam beg, bukan tunggu rumah.",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_110,MWTCB_25ML,MWTCB_25ML__xlsx__BM009,Powerbank Ingat Minyak Lupa,travel_car_bag,TRAVEL_CAR_BAG,STANDBY_BEFORE_NEED,cold_scroll,driver_travel,BOLD,travel,fear_of_not_having,Sindiran kepada pengembara yang membawa gajet canggih tetapi lupa membawa ubat sapu asas.,"Lelaki mengemas bag travel, memasukkan powerbank, kamera, dan gimbal.",4U,travel reminder,"Powerbank canggih kau ingat bawa, minyak standby urat kau lupa?","Bila badan mula lenguh masa travel, powerbank tak boleh tolong urut.",Standby Cap Burung 25ml saiz travel dalam kit bag.,Masukkan dalam cart sebelum trip seterusnya.,hybrid_video,poster_ads,HIGH,MEDIUM,Menggunakan kontras gaya hidup digital vs keperluan kesihatan fizikal.,Digital nomad packing contrast.,"Powerbank kau ingat, minyak standby kau lupa?",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_111,MWTCB_25ML,MWTCB_25ML__xlsx__BM009,Packing Checklist Travel,travel_car_bag,TRAVEL_CAR_BAG,STANDBY_BEFORE_NEED,cold_scroll,driver_travel,MODERATE,travel,fear_of_not_having,Menyusun kit perjalanan bercuti dengan memasukkan minyak angin tradisional.,Tangan menandakan kotak 'Minyak Angin' pada kertas checklist travel.,4U,travel reminder,"Sebelum zip beg travel, pastikan ubat standby dah masuk.",Botol kaca Cap Burung 25ml tak makan ruang bagasi.,Formula asli 1958 pelindung percutian selesa.,Dapatkan set packing travel sekarang.,hybrid_video,poster_ads,HIGH,MEDIUM,Mempromosikan produk sebagai sebahagian daripada checklist perjalanan wajib.,Checklist flatlay format.,"Powerbank kau ingat, minyak standby kau lupa?",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_112,MWTCB_25ML,MWTCB_25ML__xlsx__BM025,Grab Driver Sakit Pinggang,persona_specific,TRAVEL_CAR_BAG,PERSONA_SPECIFIC,warm_interest,driver_travel,BOLD,kereta,practical_convenience,Sakit pinggang pemandu e-hailing akibat duduk memandu selama 10 jam sehari.,Pemandu Grab memegang pinggangnya ketika keluar dari pintu kereta.,FAB,driver standby,"Cari rezeki bawa Grab 10 jam, urat pinggang belakang rasa macam nak patah.",Sapu herba asli minyak Cap Burung di pinggang semasa menunggu penumpang.,Meresap memanaskan otot pinggang tegang dengan cepat.,Beli set pemandu Grab sekarang.,hybrid_video,poster_ads,HIGH,MEDIUM,Addressing high-frequency gig economy worker back pain.,Grab driver lifestyle pain.,"Kalau hidup kau banyak dalam kereta, minyak standby bukan optional.",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_113,MWTCB_25ML,MWTCB_25ML__xlsx__BM025,Pemandu Lori Jalan Jauh,persona_specific,TRAVEL_CAR_BAG,PERSONA_SPECIFIC,warm_interest,driver_travel,BOLD,kereta,practical_convenience,Lenguh lengan dan pening kepala pemandu lori perjalanan malam.,Pemandu lori besar menyapu minyak angin pada tengkuk dan lengan di kabin lori.,FAB,driver standby,Pemandu lori highway utara-selatan malam-malam urat lengan start tegang kejang.,"Sediakan Cap Burung tepi pintu lori, sapu segar hilangkan lenguh jalan.",Herba pekat tradisional asli melegakan otot letih.,Beli set pemandu lori jimat.,hybrid_video,poster_ads,HIGH,MEDIUM,Targeting long-haul logistics drivers with high muscle strain.,Truck driver highway night.,"Kalau hidup kau banyak dalam kereta, minyak standby bukan optional.",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_114,MWTCB_25ML,MWTCB_25ML__xlsx__BM050,Loya Highway Karak,travel_car_bag,TRAVEL_CAR_BAG,STANDBY_BEFORE_NEED,cold_scroll,driver_travel,BOLD,kereta,fear_of_not_having,Mabuk kenderaan atau loya ketika melalui jalan berbukit/bengkang-bengkok.,Penumpang wanita memegang dahi loya memandang selekoh jalan bukit.,PAS,loya roadtrip,Jalan bengkang-bengkok kepala dah start pening loya nak muntah.,Hidu bau herba segar minyak Cap Burung untuk redakan mabuk kenderaan.,Formula asli tradisional dengan aroma semula jadi menenangkan.,Simpan satu botol dekat dashboard pemandu.,hybrid_video,poster_ads,HIGH,MEDIUM,Addressing mountain road sickness pain point.,Mountain driving sickness trigger.,Jalan jauh memang seronok… sampai kepala mula berat dan perut tak senang.,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_115,MWTCB_25ML,MWTCB_25ML__xlsx__BM050,Rider Motor Hantar Makanan,persona_specific,TRAVEL_CAR_BAG,STANDBY_BEFORE_NEED,cold_scroll,driver_travel,BOLD,kereta,fear_of_not_having,Sendi sejuk rider motor penghantar makanan ketika bekerja dalam cuaca hujan lebat.,Rider motor makanan basah lencun dengan jaket hujan.,PAS,loya roadtrip,"Rider redah hujan lebat, jari jemari kaku sejuk pegang handle motor.",Sapu minyak Cap Burung pada sendi sebelum sarung seluar hujan.,Herba pekat tradisional asli pelindung rider jalanan.,Beli set rider motor jimat.,hybrid_video,poster_ads,HIGH,MEDIUM,Targeting food delivery riders who face harsh weather exposure.,Food delivery rider rain.,Jalan jauh memang seronok… sampai kepala mula berat dan perut tak senang.,2026-06-19_part2_angle_bank,draft
MWTCB_ANG_116,MWTCB_25ML,MWTCB_25ML__xlsx__BM051,Jem Gila KL-Shah Alam,travel_car_bag,TRAVEL_CAR_BAG,STANDBY_BEFORE_NEED,cold_scroll,driver_travel,BOLD,travel,before_need_preparation,Sakit bahu dan tengkuk akibat memandu dalam kesesakan lalu lintas KL-Shah Alam.,"POV pemandu memandang lampu brek kereta merah berderet di jalan jem, memegang tengkuk.",4U,packing reminder,"Hadap jem dari KL ke Shah Alam, pinggang dah bunyi krak. Kau ada benda ni?",Cap merah ni letak siap-siap atas dashboard. Tengkuk tegang terus rasa lega.,Botol kaca hijau 25ml muat cup holder kereta.,Ambil Promo Kereta Standby sekarang.,hybrid_video,poster_ads,HIGH,MEDIUM,Addressing heavy metropolitan commuter stress.,City traffic jam stress.,"Charger, skincare, baju semua ingat. Minyak standby kau lupa.",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_117,MWTCB_25ML,MWTCB_25ML__xlsx__BM051,Driver Tol Plus Standby,travel_car_bag,TRAVEL_CAR_BAG,STANDBY_BEFORE_NEED,cold_scroll,driver_travel,MODERATE,travel,before_need_preparation,Keperluan pemandu bas lebuhraya ekspres menyediakan ubat standby.,Pemandu bas ekspres menyelitkan botol Cap Burung dalam compartment bas.,4U,packing reminder,Pemandu bas ekspres bawa penumpang malam suntuk wajib standby ubat urat.,Sapu minyak herba cap burung untuk kekal segar memandu selamat.,Formula warisan tradisi asli sejak 1958.,Beli set pemandu bas jimat.,hybrid_video,poster_ads,HIGH,MEDIUM,Targeting public transport operators.,Bus driver night run.,"Charger, skincare, baju semua ingat. Minyak standby kau lupa.",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_118,MWTCB_25ML,MWTCB_25ML__zip_csv__BM002,Urat Kaki Kejang Rider,travel_car_bag,TRAVEL_CAR_BAG,PRACTICAL_STORAGE,ready_to_buy,driver_travel,AGGRESSIVE,kerja,practical_convenience,Kejang otot kaki (cramp) rider motor akibat sejuk air hujan jalan raya.,"Rider menolak tong makanan motor, memegang betis kakinya yang kejang.",HSO,Use moment,Rider gigil atas motor redah hujan? Jangan sampai urat kaki kejang tengah jalan.,Sapu siap-siap kat betis sebelum sarung seluar hujan. Kekal hangat.,Formula Asli herba tradisional pekat.,Standby Satu Dalam Pouch motor.,hybrid_video,poster_ads,MEDIUM,LOW,High urgency weather pain point for motorcyclists.,Motorcycle rider cramp rescue.,"""Hadap jem dari KL ke Shah Alam, pinggang dah bunyi 'krak'. Kau ada benda ni?""",2026-06-19_part2_angle_bank,draft
MWTCB_ANG_119,MWTCB_25ML,MWTCB_25ML__zip_csv__BM002,Rider Motor Sakit Belakang,travel_car_bag,TRAVEL_CAR_BAG,PRACTICAL_STORAGE,ready_to_buy,driver_travel,BOLD,kerja,practical_convenience,Sakit belakang rider motor akibat memandu jarak jauh dengan beg berat.,"Rider menunggang motosikal dengan beg galas besar, memicit pinggangnya semasa berhenti di lampu isyarat.",HSO,Use moment,"Bawa barang berat atas motor ulang-alik, pinggang start rasa lenguh menyucuk.",Sapu minyak cap burung herba asli dekat belakang badan untuk rehat selesa.,Formula asli tradisional meresap melegakan sendi.,Dapatkan set rider standby sekarang.,hybrid_video,poster_ads,MEDIUM,LOW,Addressing delivery riders' occupational back strain.,Rider backache relief.,"""Hadap jem dari KL ke Shah Alam, pinggang dah bunyi 'krak'. Kau ada benda ni?""",2026-06-19_part2_angle_bank,draft
