subhook_id,product_id,hook_id,angle_id,motivation_id,subhook_text,subhook_role,boldness_level,buyer_stage,persona_fit,primary_bucket,usage_context,sales_mechanism,proof_direction,visual_support,source_batch,subhook_status
MWTCB_SUBHOOK_213,MWTCB_25ML,MWTCB_HOOK_213,MWTCB_ANG_071,MWTCB_25ML__xlsx__BM021,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,repeat_buyer,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_214,MWTCB_25ML,MWTCB_HOOK_214,MWTCB_ANG_072,MWTCB_25ML__xlsx__BM021,Sediakan stok spare awal-awal dalam rak ubat rumah.,situation reason,MODERATE,repeat_buyer,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_215,MWTCB_25ML,MWTCB_HOOK_215,MWTCB_ANG_072,MWTCB_25ML__xlsx__BM021,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,MODERATE,repeat_buyer,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_216,MWTCB_25ML,MWTCB_HOOK_216,MWTCB_ANG_072,MWTCB_25ML__xlsx__BM021,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,MODERATE,repeat_buyer,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_217,MWTCB_25ML,MWTCB_HOOK_217,MWTCB_ANG_073,MWTCB_25ML__xlsx__BM021,Sediakan satu botol untuk setiap bilik tidur rumah.,situation reason,MODERATE,repeat_buyer,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_218,MWTCB_25ML,MWTCB_HOOK_218,MWTCB_ANG_073,MWTCB_25ML__xlsx__BM021,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,MODERATE,repeat_buyer,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_219,MWTCB_25ML,MWTCB_HOOK_219,MWTCB_ANG_073,MWTCB_25ML__xlsx__BM021,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,MODERATE,repeat_buyer,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_220,MWTCB_25ML,MWTCB_HOOK_220,MWTCB_ANG_074,MWTCB_25ML__xlsx__BM021,Edarkan minyak Cap Burung warisan legend kegemaran mereka.,situation reason,SOFT,repeat_buyer,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_221,MWTCB_25ML,MWTCB_HOOK_221,MWTCB_ANG_074,MWTCB_25ML__xlsx__BM021,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh sendi orang tua.,trust cue,SOFT,repeat_buyer,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_222,MWTCB_25ML,MWTCB_HOOK_222,MWTCB_ANG_074,MWTCB_25ML__xlsx__BM021,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,SOFT,repeat_buyer,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_223,MWTCB_25ML,MWTCB_HOOK_223,MWTCB_ANG_075,MWTCB_25ML__xlsx__BM021,"Simpan buat stok atau kongsi adik-beradik, jauh lebih jimat.",situation reason,BOLD,repeat_buyer,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_224,MWTCB_25ML,MWTCB_HOOK_224,MWTCB_ANG_075,MWTCB_25ML__xlsx__BM021,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,BOLD,repeat_buyer,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_225,MWTCB_25ML,MWTCB_HOOK_225,MWTCB_ANG_075,MWTCB_25ML__xlsx__BM021,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,repeat_buyer,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_226,MWTCB_25ML,MWTCB_HOOK_226,MWTCB_ANG_076,MWTCB_25ML__xlsx__BM036,Sebab tu rumah yang ramai orang kena standby bundle 3 botol.,standby cue,BOLD,ready_to_buy,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_227,MWTCB_25ML,MWTCB_HOOK_227,MWTCB_ANG_076,MWTCB_25ML__xlsx__BM036,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh bahu duduk lama.,trust cue,BOLD,ready_to_buy,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_228,MWTCB_25ML,MWTCB_HOOK_228,MWTCB_ANG_076,MWTCB_25ML__xlsx__BM036,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,ready_to_buy,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_229,MWTCB_25ML,MWTCB_HOOK_229,MWTCB_ANG_077,MWTCB_25ML__xlsx__BM036,"Standby sebotol tepi sink dapur, lap tangan terus gosok melegakan.",standby cue,MODERATE,ready_to_buy,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_230,MWTCB_25ML,MWTCB_HOOK_230,MWTCB_ANG_077,MWTCB_25ML__xlsx__BM036,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh pinggang.,trust cue,MODERATE,ready_to_buy,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_231,MWTCB_25ML,MWTCB_HOOK_231,MWTCB_ANG_077,MWTCB_25ML__xlsx__BM036,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,MODERATE,ready_to_buy,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_232,MWTCB_25ML,MWTCB_HOOK_232,MWTCB_ANG_078,MWTCB_25ML__xlsx__BM036,Keluar rumah berdua rasa tenang tahu barang kecemasan ada.,situation reason,MODERATE,ready_to_buy,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_233,MWTCB_25ML,MWTCB_HOOK_233,MWTCB_ANG_078,MWTCB_25ML__xlsx__BM036,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh badan dalam perjalanan.,trust cue,MODERATE,ready_to_buy,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_234,MWTCB_25ML,MWTCB_HOOK_234,MWTCB_ANG_078,MWTCB_25ML__xlsx__BM036,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,MODERATE,ready_to_buy,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_235,MWTCB_25ML,MWTCB_HOOK_235,MWTCB_ANG_079,MWTCB_25ML__xlsx__BM036,Senang dia sapu kalau lenguh study malam atau salah bantal.,situation reason,SOFT,ready_to_buy,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_236,MWTCB_25ML,MWTCB_HOOK_236,MWTCB_ANG_079,MWTCB_25ML__xlsx__BM036,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh sendi orang tua.,trust cue,SOFT,ready_to_buy,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_237,MWTCB_25ML,MWTCB_HOOK_237,MWTCB_ANG_079,MWTCB_25ML__xlsx__BM036,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,SOFT,ready_to_buy,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_238,MWTCB_25ML,MWTCB_HOOK_238,MWTCB_ANG_080,MWTCB_25ML__xlsx__BM036,Borong bundle Cap Burung buat goodies tetamu balik kampung.,situation reason,BOLD,ready_to_buy,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_239,MWTCB_25ML,MWTCB_HOOK_239,MWTCB_ANG_080,MWTCB_25ML__xlsx__BM036,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh sendi orang tua.,trust cue,BOLD,ready_to_buy,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_240,MWTCB_25ML,MWTCB_HOOK_240,MWTCB_ANG_080,MWTCB_25ML__xlsx__BM036,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,ready_to_buy,family_home_buyer,MULTI_BUY,rumah,multi_location_logic,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_241,MWTCB_25ML,MWTCB_HOOK_241,MWTCB_ANG_081,MWTCB_25ML__zip_csv__BM012,"Satu letak beg, satu kereta, satu ruang tamu. Tak rugi standby barang lama.",standby cue,BOLD,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,beg,impulse_low_friction,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_242,MWTCB_25ML,MWTCB_HOOK_242,MWTCB_ANG_081,MWTCB_25ML__zip_csv__BM012,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,BOLD,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,beg,impulse_low_friction,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_243,MWTCB_25ML,MWTCB_HOOK_243,MWTCB_ANG_081,MWTCB_25ML__zip_csv__BM012,Sebab tu kena standby botol kecil 25ml ni dekat dalam beg.,storage cue,BOLD,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,beg,impulse_low_friction,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_244,MWTCB_25ML,MWTCB_HOOK_244,MWTCB_ANG_082,MWTCB_25ML__zip_csv__BM012,"Standby set borong Cap Burung dekat bilik guru sekolah, urut sendi rehat lega.",standby cue,MODERATE,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,beg,impulse_low_friction,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_245,MWTCB_25ML,MWTCB_HOOK_245,MWTCB_ANG_082,MWTCB_25ML__zip_csv__BM012,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan tengkuk kaku lenguh leher.,trust cue,MODERATE,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,beg,impulse_low_friction,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_246,MWTCB_25ML,MWTCB_HOOK_246,MWTCB_ANG_082,MWTCB_25ML__zip_csv__BM012,Sebab tu kena standby botol kecil 25ml ni dekat dalam beg.,storage cue,MODERATE,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,beg,impulse_low_friction,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_247,MWTCB_25ML,MWTCB_HOOK_247,MWTCB_ANG_083,MWTCB_25ML__zip_csv__BM012,"Sauk set borong pemandu Grab, letak sebiji dalam compartment pintu kereta.",situation reason,BOLD,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,beg,impulse_low_friction,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_248,MWTCB_25ML,MWTCB_HOOK_248,MWTCB_ANG_083,MWTCB_25ML__zip_csv__BM012,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh kejang kaki.,trust cue,BOLD,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,beg,impulse_low_friction,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_249,MWTCB_25ML,MWTCB_HOOK_249,MWTCB_ANG_083,MWTCB_25ML__zip_csv__BM012,Sebab tu kena standby botol kecil 25ml ni dekat dalam beg.,storage cue,BOLD,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,beg,impulse_low_friction,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_250,MWTCB_25ML,MWTCB_HOOK_250,MWTCB_ANG_084,MWTCB_25ML__zip_csv__BM012,Set Cap Burung warisan asli pembawa kehangatan sendi mak.,situation reason,SOFT,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,beg,impulse_low_friction,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_251,MWTCB_25ML,MWTCB_HOOK_251,MWTCB_ANG_084,MWTCB_25ML__zip_csv__BM012,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh sendi orang tua.,trust cue,SOFT,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,beg,impulse_low_friction,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_252,MWTCB_25ML,MWTCB_HOOK_252,MWTCB_ANG_084,MWTCB_25ML__zip_csv__BM012,Sebab tu kena standby botol kecil 25ml ni dekat dalam beg.,storage cue,SOFT,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,beg,impulse_low_friction,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_253,MWTCB_25ML,MWTCB_HOOK_253,MWTCB_ANG_085,MWTCB_25ML__zip_csv__BM012,Letak sebotol Cap Burung dekat laci kaunter pejabat untuk sapuan segar.,situation reason,SOFT,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,beg,impulse_low_friction,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_254,MWTCB_25ML,MWTCB_HOOK_254,MWTCB_ANG_085,MWTCB_25ML__zip_csv__BM012,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh bahu duduk lama.,trust cue,SOFT,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,beg,impulse_low_friction,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_255,MWTCB_25ML,MWTCB_HOOK_255,MWTCB_ANG_085,MWTCB_25ML__zip_csv__BM012,Sebab tu kena standby botol kecil 25ml ni dekat dalam beg.,storage cue,SOFT,repeat_buyer,impulse_tiktok_buyer,MULTI_BUY,beg,impulse_low_friction,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_256,MWTCB_25ML,MWTCB_HOOK_256,MWTCB_ANG_086,MWTCB_25ML__xlsx__BM005,Botol kecil 25ml Cap Burung ni selit dekat mana-mana pun tak rasa.,situation reason,BOLD,ready_to_buy,universal_household,PRACTICAL_STORAGE,laci,practical_convenience,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_257,MWTCB_25ML,MWTCB_HOOK_257,MWTCB_ANG_086,MWTCB_25ML__xlsx__BM005,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,BOLD,ready_to_buy,universal_household,PRACTICAL_STORAGE,laci,practical_convenience,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_258,MWTCB_25ML,MWTCB_HOOK_258,MWTCB_ANG_086,MWTCB_25ML__xlsx__BM005,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,ready_to_buy,universal_household,PRACTICAL_STORAGE,laci,practical_convenience,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_259,MWTCB_25ML,MWTCB_HOOK_259,MWTCB_ANG_087,MWTCB_25ML__xlsx__BM005,"Botol kecil retro ni muat celah zip beg makeup kau, bersedia bila pening.",situation reason,MODERATE,ready_to_buy,universal_household,PRACTICAL_STORAGE,laci,practical_convenience,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_260,MWTCB_25ML,MWTCB_HOOK_260,MWTCB_ANG_087,MWTCB_25ML__xlsx__BM005,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh badan dalam perjalanan.,trust cue,MODERATE,ready_to_buy,universal_household,PRACTICAL_STORAGE,laci,practical_convenience,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_261,MWTCB_25ML,MWTCB_HOOK_261,MWTCB_ANG_087,MWTCB_25ML__xlsx__BM005,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,MODERATE,ready_to_buy,universal_household,PRACTICAL_STORAGE,laci,practical_convenience,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_262,MWTCB_25ML,MWTCB_HOOK_262,MWTCB_ANG_088,MWTCB_25ML__xlsx__BM006,"Buang sampah tu, simpan minyak Cap Burung warisan asli sejak 1958.",situation reason,BOLD,cold_scroll,family_home_buyer,PRACTICAL_STORAGE,laci,household_readiness,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_263,MWTCB_25ML,MWTCB_HOOK_263,MWTCB_ANG_088,MWTCB_25ML__xlsx__BM006,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,BOLD,cold_scroll,family_home_buyer,PRACTICAL_STORAGE,laci,household_readiness,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_264,MWTCB_25ML,MWTCB_HOOK_264,MWTCB_ANG_088,MWTCB_25ML__xlsx__BM006,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,cold_scroll,family_home_buyer,PRACTICAL_STORAGE,laci,household_readiness,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_265,MWTCB_25ML,MWTCB_HOOK_265,MWTCB_ANG_089,MWTCB_25ML__xlsx__BM006,Sediakan minyak Cap Burung di dalam kereta untuk kelegaan pemanduan pantas.,situation reason,MODERATE,cold_scroll,family_home_buyer,PRACTICAL_STORAGE,laci,household_readiness,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_266,MWTCB_25ML,MWTCB_HOOK_266,MWTCB_ANG_089,MWTCB_25ML__xlsx__BM006,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh badan dalam perjalanan.,trust cue,MODERATE,cold_scroll,family_home_buyer,PRACTICAL_STORAGE,laci,household_readiness,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_267,MWTCB_25ML,MWTCB_HOOK_267,MWTCB_ANG_089,MWTCB_25ML__xlsx__BM006,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,MODERATE,cold_scroll,family_home_buyer,PRACTICAL_STORAGE,laci,household_readiness,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_268,MWTCB_25ML,MWTCB_HOOK_268,MWTCB_ANG_090,MWTCB_25ML__xlsx__BM035,Dia jenis hero senyap yang kau cari bila badan mula buat hal.,situation reason,BOLD,cold_scroll,universal_household,PRACTICAL_STORAGE,rumah,practical_convenience,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_269,MWTCB_25ML,MWTCB_HOOK_269,MWTCB_ANG_090,MWTCB_25ML__xlsx__BM035,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,BOLD,cold_scroll,universal_household,PRACTICAL_STORAGE,rumah,practical_convenience,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_270,MWTCB_25ML,MWTCB_HOOK_270,MWTCB_ANG_090,MWTCB_25ML__xlsx__BM035,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,BOLD,cold_scroll,universal_household,PRACTICAL_STORAGE,rumah,practical_convenience,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_271,MWTCB_25ML,MWTCB_HOOK_271,MWTCB_ANG_091,MWTCB_25ML__xlsx__BM035,Senang sapu sendi lenguh semasa mendengar kuliah agama.,situation reason,SOFT,cold_scroll,universal_household,PRACTICAL_STORAGE,rumah,practical_convenience,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_272,MWTCB_25ML,MWTCB_HOOK_272,MWTCB_ANG_091,MWTCB_25ML__xlsx__BM035,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh sendi orang tua.,trust cue,SOFT,cold_scroll,universal_household,PRACTICAL_STORAGE,rumah,practical_convenience,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_273,MWTCB_25ML,MWTCB_HOOK_273,MWTCB_ANG_091,MWTCB_25ML__xlsx__BM035,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,SOFT,cold_scroll,universal_household,PRACTICAL_STORAGE,rumah,practical_convenience,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_274,MWTCB_25ML,MWTCB_HOOK_274,MWTCB_ANG_092,MWTCB_25ML__zip_csv__BM004,Sebab tu laci tepi katil kena ada sebiji botol Cap Burung.,situation reason,BOLD,ready_to_buy,anak_beli_untuk_parent,PRACTICAL_STORAGE,beg,multi_location_logic,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_275,MWTCB_25ML,MWTCB_HOOK_275,MWTCB_ANG_092,MWTCB_25ML__zip_csv__BM004,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan tengkuk kaku lenguh leher.,trust cue,BOLD,ready_to_buy,anak_beli_untuk_parent,PRACTICAL_STORAGE,beg,multi_location_logic,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_276,MWTCB_25ML,MWTCB_HOOK_276,MWTCB_ANG_092,MWTCB_25ML__zip_csv__BM004,Sebab tu kena standby botol kecil 25ml ni dekat dalam beg.,storage cue,BOLD,ready_to_buy,anak_beli_untuk_parent,PRACTICAL_STORAGE,beg,multi_location_logic,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_277,MWTCB_25ML,MWTCB_HOOK_277,MWTCB_ANG_093,MWTCB_25ML__zip_csv__BM007,"Saiz 25ml tak makan ruang rak, tapi fungsi urut dia sangat besar.",situation reason,MODERATE,repeat_buyer,family_home_buyer,PRACTICAL_STORAGE,rumah,practical_convenience,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_278,MWTCB_25ML,MWTCB_HOOK_278,MWTCB_ANG_093,MWTCB_25ML__zip_csv__BM007,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,MODERATE,repeat_buyer,family_home_buyer,PRACTICAL_STORAGE,rumah,practical_convenience,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_279,MWTCB_25ML,MWTCB_HOOK_279,MWTCB_ANG_093,MWTCB_25ML__zip_csv__BM007,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,MODERATE,repeat_buyer,family_home_buyer,PRACTICAL_STORAGE,rumah,practical_convenience,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_280,MWTCB_25ML,MWTCB_HOOK_280,MWTCB_ANG_094,MWTCB_25ML__zip_csv__BM016,Saiz 25ml kaca tebal dengan penutup cap merah ribbed anti-tumpah.,situation reason,AGGRESSIVE,cold_scroll,lelaki_bekerja,PRACTICAL_STORAGE,kerja,practical_convenience,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_281,MWTCB_25ML,MWTCB_HOOK_281,MWTCB_ANG_094,MWTCB_25ML__zip_csv__BM016,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh badan dalam perjalanan.,trust cue,AGGRESSIVE,cold_scroll,lelaki_bekerja,PRACTICAL_STORAGE,kerja,practical_convenience,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_282,MWTCB_25ML,MWTCB_HOOK_282,MWTCB_ANG_094,MWTCB_25ML__zip_csv__BM016,Sebab tu kena standby botol kecil 25ml ni dekat dalam laci rumah.,storage cue,AGGRESSIVE,cold_scroll,lelaki_bekerja,PRACTICAL_STORAGE,kerja,practical_convenience,practical proof,show pocket/glove box fit,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_283,MWTCB_25ML,MWTCB_HOOK_283,MWTCB_ANG_095,MWTCB_25ML__zip_csv__BM016,"Kecil, kompak, bersedia celah poket untuk lenguh sendi harian.",situation reason,MODERATE,cold_scroll,lelaki_bekerja,PRACTICAL_STORAGE,kerja,practical_convenience,situation match,show bottle placement in drawer/bag,2026-06-19_part3_6_copy_components,draft
MWTCB_SUBHOOK_284,MWTCB_25ML,MWTCB_HOOK_284,MWTCB_ANG_095,MWTCB_25ML__zip_csv__BM016,Minyak Cap Burung dengan formula herba asli 1958 untuk melegakan lenguh-lenguh-badan.,trust cue,MODERATE,cold_scroll,lelaki_bekerja,PRACTICAL_STORAGE,kerja,practical_convenience,heritage proof,close up of retro label,2026-06-19_part3_6_copy_components,draft
